,location_key,longitude,latitude,nearest_intersection,floor_level,postal_code,dissemination_area
12763,75176044,-79.60445,43.75175,Cabernet Crcl / Cassis Dr,1,M9V 5B4,35203042
12765,73164192,-79.41927,43.731640000000006,Avenue Rd / Old Orchard Grv,999,M5M 3Y8,35202389
12766,70443288,-79.32881,43.70442,Aspen Ave / Parkview Hill Cres,002,M3C 1R7,35204364
12768,74835997,-79.5997199999999,43.74831,Bucksburn Rd / Silverstone Dr,1,M9V 3J4,35203035
12769,70705563,-79.55634,43.70707,HWY 401 / Rexdale S 401 C W Ramp,1,M9P 3P1,35201817
12772,68234005,-79.40054,43.68235,Edmund Ave / Benvenuto Pl,005,M4V 2J1,35202803
12773,74384235,-79.42358,43.74382,Tregellis Rd / Bombay Ave,001,M5M 3A5,35202398
12774,72664314,-79.43143,43.72662,Bathurst St / Marmion Ave,001,M6A 2C7,35202127
12775,75433767,-79.37677,43.75438,Harrison Rd / Heathcote Ave,996,M2L 1V9,35200386
12776,64564218,-79.42188,43.64561,Fennings St / Humbert St,002,M6J 1H8,35201449
12777,68234448,-79.44484,43.68237,Dufferin St / Hope St,001,M6E 3R4,35201127
12782,76403628,-79.36288,43.76405,401 C E Leslie St S Ramp / 401 C E Leslie St Ramp,1,M3B 2M3,35200389
12783,76134637,-79.46374,43.76134,Pannahill Rd / Overbrook Pl / Garthdale Crt,001,M3J 0G9,35202098
12784,79403822,-79.38224,43.794059999999895,Colonnade Rd / Snowcrest Ave,001,M2K 2K5,35202446
12785,80161500,-79.15,43.80169,Atrium Lane / Royal Rouge Trl,001,M1B 4X3,35203715
12787,67852999,-79.29992,43.678509999999896,Kingston Rd / Glen Stewart Cres,006,M4L 1V5,35200662
12788,68053446,-79.34463000000001,43.6806,Muriel Ave / Gertrude Pl,997,M4K 3S7,35203820
12790,64625403,-79.54038,43.64626,Botfield Ave / Mattice Ave,1,M9B 1T6,35201654
12797,76324656,-79.4657,43.763290000000005,Dufferin St / Stanstead Dr,1,M3J 0G9,35202098
12800,67724286,-79.42868,43.6772799999999,Tyrrel Ave / Greensides Ave,997,M6G 4A9,35200977
12801,76943648,-79.36487,43.76944,Esther Shiner Blvd / Old Leslie Ny Hospital Ramp,1,M2K 0B3,35204903
12803,78594460,-79.44605,43.78592,Bathurst St / Rockford Rd / Dewlane Dr,1,M2R 1Z9,35204965
12806,78383919,-79.39192,43.78387,Bayview Ave / Feldbar Crt,1,M2N 4S3,35202441
12807,71345152,-79.51527,43.7134,HWY 400 / 401 C E 400 S Ramp,1,M9N 2M1,35201939
12808,76664122,-79.41225,43.76669,Yonge St / North York Blvd,001,M2N 6C6,35204184
12811,73514446,-79.44462,43.73515,Wilson Ave / Champlain Blvd,002,M3H 2Z1,35202152
12812,76853275,-79.32754,43.76855,HWY 401 / 401 C W Dvp 404 Ramp,1,M2J 0E9,35204905
12813,70493711,-79.37116,43.7049,Millwood Rd / Bessborough Dr,001,M4G 3J9,35202644
12814,78603753,-79.37532,43.78603,Alamosa Dr / Geraldton Cres,999,M2J 2P9,35200328
12815,64185517,-79.55178000000001,43.64189,Smithwood Dr / Belgrove Dr,999,M9B 4N4,35201660
12817,79313179,-79.31794000000001,43.79312,Pinemeadow Blvd / Bridletowne Crcl,999,M1W 1S8,35200162
12818,76792711,-79.27111,43.76792,Ellesmere Rd / Midland Ave,B01,M1P 2X3,35204131
12824,75812632,-79.26323000000001,43.75814,Dorcot Ave / Munson Cres,001,M1P 3K5,35203404
12827,75575375,-79.53757,43.75573,High Meadow Pl / Signet Dr,1,M9M 2Y9,35201900
12828,68744934,-79.49341,43.68745,Glenvalley Dr / Pearen St,001,M6M 5C4,35204448
12829,72185827,-79.58277,43.72184,Heatherglen Rd / Bairstow Cres,999,M9W 4S7,35203098
12831,59815251,-79.52514000000001,43.5982,Daisy Ave / Twenty Sixth St,1,M8V 0B8,35201674
12834,75462877,-79.28775,43.75465,Birchmount Rd / Exford Dr,997,M1P 2E3,35203566
12835,79612615,-79.26151,43.79612,McCowan Rd / Commander Blvd,1,M1S 3E7,35203630
12836,64054366,-79.4366699999999,43.64058,Queen St W / Lansdowne Ave,001,M6K 1M4,35201339
12837,61614983,-79.49837,43.61617,Royal York Rd / Judson St,001,M8Y 2R3,35204681
12842,68333771,-79.37715,43.68339,Scholfield Ave / Maclennan Ave / Edgar Ave,1,M4T 1C7,35202776
12843,59795066,-79.50665,43.59791,Ninth St / Morrison St,001,M8V 1K2,35201552
12844,74982027,-79.20279000000001,43.74984,Rowatson Rd / Fareham Cres,B01,M1E 1L8,35203322
12846,68203297,-79.32978,43.68206,Danforth Ave / Linnsmore Cres,003,M4C 1J4,35204483
12848,65393720,-79.37208000000001,43.65396,Queen St E / George St / Moss Park Trl,1,M5C 2H6,35204228
12849,69064399,-79.43996,43.69061,Oakwood Ave / Ashbury Ave,1,M6E 2W3,35201122
12853,73404331,-79.4332,43.73409,Bathurst St / Marquette Ave,1,M6A 2E6,35202123
12854,73582469,-79.2469199999999,43.735890000000005,Danforth Rd / Horton Blvd,1,M1J 2E1,35204348
12855,70212712,-79.27128,43.70213,Danforth Rd / Lily Cup Ave,1,M1L 3W5,35203509
12857,71785194,-79.51947,43.71782,HWY 400 / 401 E 400 N Ramp / 401 C W 400 S Ramp,1,M3L 1A2,35202090
12859,72184485,-79.44856,43.72186,Flemington Rd / Pengarth Crt,1,M6A 2R1,35202139
12861,68263881,-79.38814,43.68268,Shaftesbury Ave / Ottawa St,001,M4W 3Y9,35202879
12864,73243483,-79.34838,43.73245,Overland Dr / Paperbirch Dr,1,M3C 2C4,35202702
12866,66454293,-79.42933000000001,43.66459,Delaware Ave / Shanly St,002,M6H 1Z6,35200997
12867,70713744,-79.37443,43.70719,Donegall Dr / Fleming Cres,001,M4G 3B7,35202681
12870,62075015,-79.50154,43.62075,Cremorne Ave / Evans Ave,001,M8Z 0B4,35204761
12873,76602159,-79.21593,43.76608,Hogan Dr / Golfhaven Dr,001,M1G 1H7,35203352
12876,66535414,-79.54149,43.66532,Twyford Rd / Sir Williams Lane,001,M9A 2P7,35203004
12877,64525319,-79.53195,43.64525,Dundas St W / Michael Power Pl / Royalavon Cres / Michael Power Park Trl,003,M9A 1C2,35204674
12884,77873079,-79.30790999999991,43.7787299999999,Sheppard Ave E / Warden Ave,1,M1T 1V7,35200251
12886,63064830,-79.48307,43.63064,The Queensway / High St,1,M8Y 1J2,35203126
12887,72065374,-79.53748,43.72067,Weston Rd / Flindon Rd,999,M9M 2K3,35204952
12888,67024355,-79.4356,43.67023,Geary Ave / Salem Ave N / Hepc,999,M6H 2J6,35201153
12890,68943830,-79.38308,43.689409999999896,Mount Pleasant Rd / Glenrose Ave,B01,M4T 1E6,35202777
12893,64564114,-79.41149,43.6457,Queen St W / Gore Vale Ave / Trinity Bellwoods Park Trl,002,M6J 1G3,35201439
12894,72882557,-79.25571,43.72889,Midland Ave / Verdun Ave,1,M1K 4C9,35203444
12896,79691922,-79.19221,43.797,HWY 401 / HWY 401,1,M1B 5N6,35204725
12898,76913766,-79.37665,43.7692,Sheppard Ave E / Bessarion Rd / Burbank Dr,001,M2K 1C3,35200391
12900,80162629,-79.2629099999999,43.80161,Kenhatch Blvd / Rooksnest Trl,001,M1S 4C5,35200064
12903,65603794,-79.37948,43.65603,Dundas Sq / Victoria St,B01,M5B 1T8,35204615
12904,74135537,-79.55372,43.74135,Thistle Down Blvd / Kenhill Dr,001,M9V 1J5,35204375
12906,65573874,-79.38744,43.65572,Centre Ave / Edward St,002,M5G 1E2,35204616
12909,66333667,-79.36671,43.66339,Spruce St / Exchange Lane,1,M5A 2H6,35200798
12910,77884195,-79.41958000000001,43.77888,Finch Ave W / Eldora Ave,001,M2N 7H2,35204885
12911,69154389,-79.4389,43.69154,Vaughan Rd / Robina Ave,B01,M6C 2R1,35202230
12912,70672450,-79.24509,43.70672,Highcliff Cres / Scarboro Cres,B01,M1N 4E6,35203793
12913,77082143,-79.21431,43.7708,Dalehurst Ave / Brimorton Dr,999,M1G 2L6,35203655
12915,82172122,-79.21226,43.82173,Casemore Rd / Harvest Moon Dr,001,M1B 5J2,35203943
12917,67953078,-79.30781999999991,43.67952,Cassels Ave / Golfview Ave,001,M4L 1T9,35203891
12918,68493242,-79.3243,43.6849799999999,Wolverleigh Blvd / Coxwell Ave,001,M4J 1N4,35200579
12919,73655526,-79.55263000000001,43.73658,Calstock Dr / Alhart Dr,001,M9V 1J5,35204375
12927,77942877,-79.28773000000001,43.77941,Earlton Rd / Pently Cres,1,M1T 2T6,35200233
12929,79022489,-79.24891,43.790209999999895,Glenstroke Dr / Lockdare St,B01,M1S 3V8,35203618
12930,70136089,-79.60895,43.70134,Disco Rd / Attwell Dr,001,L4V 1N1,35211696
12931,76191979,-79.19799,43.76191,Overture Rd / Pilot St,001,M1E 5B3,35203324
12932,64434128,-79.41281,43.64432,Strachan Ave / Richmond St W,999,M6J 2S9,35203162
12934,74903701,-79.37018,43.74908,Chipstead Rd / Tahoe Crt,B01,M2L 2V3,35200377
12936,67815350,-79.53509,43.67815,Poplar Heights Dr / Vancho Cres,001,M9A 3N2,35203004
12937,76204931,-79.49311,43.76206,Romfield Lane / Romfield Dr,B01,M3J 3G3,35204014
12940,75085421,-79.54213,43.75085,Weston Rd / Zappacosta Dr,001,M9M 2C7,35201890
12942,66954663,-79.46632,43.669540000000005,Keele St / Hirons St,999,M6N 3E2,35201381
12946,69253357,-79.3357,43.6925,Athlone Rd / Cosburn Ave,001,M4J 2R2,35200563
12948,78094274,-79.42746,43.78091,Altamont Rd / Blake Ave,001,M2M 1E3,35204913
12950,71095195,-79.5196,43.71092,Ranwood Dr / Gary Dr,B01,M9N 2M1,35201939
12951,75862857,-79.28574,43.75869,Canlish Rd / Ellendale Dr,B01,M1P 2W1,35203554
12955,68504856,-79.48567,43.68508,Weston Rd / Dennis Ave,002,M6N 2T7,35204450
12959,68674735,-79.47358,43.68675,Keele St / Ewart Ave,001,M6M 1T9,35201213
12960,81412653,-79.26534000000001,43.8141,Richmond Park Blvd / Redhead Cres,001,M1V 1P6,35200069
12961,75013826,-79.3826699999999,43.7501,Proudbank Millway / Anvil Millway,999,M2L 1B5,35200374
12962,79984073,-79.40738,43.79988,Nipigon Ave / Michigan Dr,1,M2M 3G1,35202496
12964,69942538,-79.25385,43.69947,Glen Everest Rd / Fishleigh Dr,002,M1N 1T5,35203796
12965,83452282,-79.22824,43.834590000000006,Staines Rd / Starry Cres,998,M1X 1N6,35204712
12966,64264762,-79.47626,43.64264,St Olave's Rd / Windermere Ave,001,M6S 3J9,35201471
12967,68593116,-79.31168000000001,43.68595,Danforth Ave / Amroth Ave,999,M4C 1K3,35200596
12968,73593271,-79.3271599999999,43.73592,Railside Rd / Codeco Crt,1,M4A 2K7,35200452
12969,64783959,-79.3959699999999,43.64781,Spadina Ave / Richmond St W,1,M5V 1X9,35200870
12970,68484410,-79.44104,43.68482,Earlsdale Ave / Glenholme Ave,001,M6E 3C7,35204517
12975,77193215,-79.32151999999991,43.77194,Victoria Park Ave / Consumers Rd / Meadowacres Dr,1,M2J 5H3,35204905
12978,61974965,-79.49651,43.61976,Portland St / Buckingham St / Wesley St,1,M8Y 1B7,35204678
12982,74772990,-79.29901,43.74776,Burritt Rd / Manhattan Dr,1,M1R 2Z3,35200435
12984,60105041,-79.50414,43.601009999999896,Lake Shore Blvd W / Sixth St,002,M8V 1J2,35204696
12987,82012621,-79.2621,43.82012,Middlefield Rd / McNicoll Ave,1,M1V 2Y4,35200133
12988,64265681,-79.5681599999999,43.64265,Mooreshead Dr / Mulgrove Dr,1,M9C 5S1,35204070
12998,68393375,-79.3375,43.68393,Milverton Blvd / Marlow Ave,999,M4C 3C9,35200578
12999,71114072,-79.40725,43.71117,Birdsall Ave / St Clements Ave,1,M5N 1M2,35202942
13000,72274993,-79.49939,43.72278,Wilson Ave / Privet Rd,001,M3M 1C4,35201959
13005,68804202,-79.4203,43.68809,Bathurst St / Lonsmount Dr,B01,M6C 4B3,35204533
13008,82442958,-79.29583000000001,43.82442,Duxbury Dr / Staverton Crt,001,L3R 0L2,35190648
13009,71604178,-79.41783000000001,43.71605,Mona Dr / Glengrove Ave W,1,M5N 2H9,35202379
13010,73583028,-79.30288,43.735859999999896,Innismore Cres / Bardwell Cres,001,M1R 1R4,35200464
13013,82212933,-79.29332,43.822140000000005,Port Royal Trl / Truro Cres,002,M1V 4R1,35200112
13014,68134492,-79.44923,43.68138,Earlscourt Ave / Hope St,B01,M6E 1J8,35201141
13015,69742775,-79.27759,43.69743,Noganosh Rd / Patterson Ave,001,M1L 3Z3,35204129
13016,69912602,-79.2602199999999,43.69911,South Woodrow Blvd / Pinegrove Ave,B01,M1N 2G2,35203257
13018,72664331,-79.43312,43.72661,Ranee Ave / Khedive Ave,001,M6A 2C7,35202127
13022,73674370,-79.4370199999999,43.73676,Wilson Ave / Collinson Blvd,1,M3H 1S8,35202152
13023,72793004,-79.30048000000001,43.72794,Craigton Dr / Rannock St,1,M1L 2T3,35200470
13024,64053930,-79.393,43.64056,Spadina Ave / Fort York Blvd / Bremner Blvd,1,M5V 3Y7,35204820
13025,73492987,-79.29871,43.73496,Elm Bank Rd / Singleton Rd,1,M1R 5E5,35203962
13026,60065180,-79.51801999999991,43.60068,Kipling Ave / Birmingham St,1,M8V 3L1,35201674
13028,77654147,-79.41475,43.77659,Yonge St / Byng Ave,B01,M2N 5R6,35204311
13031,69534446,-79.44468,43.69532,Glenholme Ave / Greyton Cres / Gloucester Grv,B01,M6E 2Y8,35202237
13033,64534060,-79.40607,43.64532,Mitchell Ave / Tecumseth St,001,M6J 2H1,35204188
13034,66564232,-79.42327,43.66562,Barton Ave / Crawford St,001,M6G 1M2,35201017
13035,79461842,-79.18429,43.79464,Good Rd / Graybark Cres,001,M1C 3T7,35203692
13037,79893059,-79.30598,43.799,Birchmount Rd / Finch Ave E,1,M1W 2S2,35200203
13041,65064232,-79.42323,43.65061,Lakeview Ave / Harrison St,001,M6J 1X4,35201445
13042,82222270,-79.227,43.82229,Wharnsby Dr / Kayak Cres,997,M1X 1Z8,35204716
13048,70843901,-79.3902,43.70841,Mount Pleasant Rd / Eglinton Ave E,001,M4P 1L1,35202674
13049,72283040,-79.30407,43.7228799999999,Saddle Ridge Dr / Bartley Dr,B01,M4A 2M2,35204054
13052,66144640,-79.4640199999999,43.66141,Humberside Ave / Mavety St,001,M6P 1J5,35201372
13054,76684422,-79.44229,43.76687,Carscadden Dr / Hearthstone Cres,B01,M2R 0A8,35202554
13055,69652973,-79.29731,43.69652,Crescent Town Rd / Dawes Rd,001,M4C 5M8,35205004
13056,74525128,-79.51285,43.74529,Dolores Rd / Courage Ave,001,M3L 2N1,35202071
13058,74773172,-79.3172199999999,43.7477,Mission Dr / Lionel Heights Cres,001,M3A 1J7,35202747
13059,65824529,-79.45296,43.65821,Chelsea Ave / Dundas St W,B01,M6P 1W9,35201362
13060,75313390,-79.33909,43.75315,Laurentide Dr / Tetbury Cres / Barnwood Crt,001,M3A 3B7,35202757
13063,67113510,-79.35105,43.67115,Ingham Ave / Bain Ave,003,M4K 1E5,35203811
13064,62925798,-79.57983,43.629290000000005,Bloor St W / Markland Dr,006,L4X 2E2,35212118
13065,62155242,-79.52425,43.62152,The Queensway / Culnan Ave,1,M8Z 1S2,35201667
13066,75483604,-79.36041,43.75485,Leslie St / Farmstead Rd / Coldwater Rd,997,M3B 1X8,35200389
13068,79544194,-79.41942,43.79548,Yonge St / Athabaska Ave,001,M2M 3X6,35202499
13071,76283387,-79.33877,43.762890000000006,Karen Rd / Fenelon Dr,001,M3A 3L6,35200400
13072,67343290,-79.32907,43.67347,Greenwood Ave / Ivy Ave,B01,M4M 2A1,35200696
13073,76441737,-79.17373,43.76446,Manse Rd / Coronation Dr,001,M1E 3V4,35203670
13075,68973974,-79.39749,43.6897,Bryce Ave / Heath St W,009,M4V 3B7,35204735
13077,67804545,-79.45452,43.678059999999896,Norman Ave / McRoberts Ave,002,M6E 4T5,35204553
13078,75212548,-79.2548099999999,43.75219,Brimley Rd / Haileybury Dr,002,M1J 1C2,35203413
13080,65174084,-79.40849,43.651790000000005,Dundas St W / Palmerston Ave,997,M6J 1V4,35200884
13081,74095071,-79.50715,43.74093,Yatescastle Dr / Brady Cres,001,M3L 1Z5,35201979
13082,74164480,-79.44805,43.74163,Faywood Blvd / Laurelcrest Ave,001,M6A 2T9,35202141
13083,67905702,-79.57021,43.67909,Longbourne Dr / Redgrave Dr,001,M9R 3V7,35204162
13086,66313482,-79.34822,43.66318,Dundas St E / Boulton Ave,001,M4M 1R4,35204576
13091,67803888,-79.38882,43.67808,Roxborough St E / Chestnut Pk,B01,M4W 2K9,35202879
13092,82192221,-79.2221699999999,43.821909999999896,Jacques Rd / Salamander St,001,M1X 1Y3,35204720
13093,73062646,-79.26461,43.73065,Kenmark Blvd / Chevron Cres,001,M1K 3N7,35203451
13094,62355147,-79.51478,43.62359,Islington Ave / The Queensway,1,M8Z 6C7,35201667
13095,66703135,-79.31356,43.66703,Orchard Park Blvd / Queen St E,997,M4L 1G5,35204750
13098,79512373,-79.23739,43.795190000000005,Verne Cres / Ormerod St,1,M1B 2W2,35203623
13099,70542674,-79.2675,43.70544,Birchmount Rd / Parnell Ave,1,M1K 1N8,35203503
13107,65833772,-79.37725999999991,43.65832,Gould St / Dalhousie St,1,M5B 1Y2,35204609
13108,65163377,-79.33776,43.65165,Logan Ave / Commissioners St,1,M4M 3P2,35204634
13110,70553825,-79.38253,43.70554,Boyton Rd / Manor Rd E,B01,M4S 1S3,35202676
13111,65924273,-79.42733,43.65923,Delaware Ave / Hepbourne St,001,M6H 1J6,35203838
13112,72185773,-79.57736,43.7219,Porterfield Rd / Jeffcoat Dr,B01,M9W 4S7,35203098
13114,74362632,-79.26321,43.7437,Fitzgibbon Ave / Arnott St,001,M1K 4H2,35203411
13118,66024714,-79.4714099999999,43.6603,Clendenan Ave / Rowland St,001,M6P 2X1,35201295
13121,77253410,-79.34100000000001,43.77255,Parkway Forest Dr / Ursa Starway,1,M2J 1M4,35200272
13122,76144513,-79.45133,43.76143,Clifton Ave / Goddard St,1,M3H 4V7,35202101
13123,69304622,-79.46221,43.69303,Eglinton Ave W / Caledonia Rd,1,M6E 4Y2,35202212
13124,73046014,-79.60144,43.73047,Highway 27 N / Humber College Blvd,1,M9W 0B3,35203047
13131,68243205,-79.3205699999999,43.68245,Hillingdon Ave / Woodrow Ave,1,M4C 1E2,35200588
13135,65094128,-79.41281,43.650929999999896,Dundas St W / Bellwoods Ave,002,M6J 2P8,35201438
13139,73865423,-79.5423199999999,43.73862,Gulfstream Rd / Indrio Rd,B01,M9M 1S3,35201904
13143,75185168,-79.51689,43.75182,Turf Grassway / Sweet Grassway,001,M3N 1K8,35202037
13144,77784150,-79.41509,43.77789,Yonge St / Holmes Ave,002,M2N 7L3,35204885
13148,66893046,-79.30464,43.669,Queen St E / Herbert Ave,002,M4E 1C9,35203803
13149,76344023,-79.40231,43.76343,Sheppard Ave E / Dudley Ave,997,M2N 6S2,35200355
13150,67094492,-79.44929,43.67096,Foundry Ave / Turntable Cres,001,M6H 3Z6,35204632
13152,63765094,-79.50948000000001,43.637609999999896,Lorahill Rd / Sevenoaks Ave,001,M8Y 2T3,35203138
13154,79572399,-79.23991,43.79572,Markham Rd / Verne Cres,1,M1B 2W2,35203623
13156,68904535,-79.45359,43.68902,Chudleigh Rd / Nairn Ave,B01,M6E 1Y2,35201129
13159,68523008,-79.30081,43.68523,Norwood Ter / Main St,001,M4E 2C6,35203886
13162,75135183,-79.51838000000001,43.75136,Blue Grassway / Marsh Grassway,001,M3N 1K8,35202037
13164,66114294,-79.42944,43.66115,Bloor St W / Dovercourt Rd,002,M6H 3L8,35201151
13165,70504164,-79.4165,43.705009999999895,Crestview Rd / Latimer Ave,001,M5N 1B4,35202938
13166,68714583,-79.45834,43.6871,McRoberts Ave / Summit Ave,B01,M6E 4T5,35204553
13171,69243157,-79.31574,43.69249,Woodbine Ave / Mortimer Ave,1,M4C 4J2,35200516
13172,65305801,-79.58019,43.653079999999896,Renforth Dr / Torrington Dr,1,M9C 2N6,35201753
13173,72173838,-79.38386,43.72172,Mildenhall Rd / Stratheden Rd,1,M4N 1A9,35204279
13174,62735623,-79.56237,43.62734,Dundas St W / Neilson Dr / West Mall Cres,1,M9C 1V7,35201610
13176,71053089,-79.30895,43.71053,O'Connor Dr / Dohme Ave,1,M4B 2T8,35204360
13177,64915699,-79.56997,43.649159999999895,Wareside Rd / Ulverston Rd,B01,M9C 1G8,35205014
13181,71743716,-79.37162,43.717459999999896,Rumsey Rd / Glenvale Blvd,B01,M4G 1R8,35204265
13183,60185128,-79.51283000000001,43.60184,Thirteenth St / Birmingham St,999,M8V 3Z2,35204699
13187,73204589,-79.4589199999999,43.73209,Wilson Ave / Dufferin St,1,M3K 1E4,35202162
13188,62664939,-79.49394000000001,43.6266,Grand Ave / Brussels St,1,M8Y 4H5,35201526
13190,66923035,-79.3035199999999,43.669259999999895,Queen St E / Elmer Ave,001,M4E 1C9,35203803
13191,67383151,-79.3151599999999,43.67386,Eastwood Rd / Edgewood Ave,1,M4L 3G8,35200678
13192,71582899,-79.28997,43.71589,Evandale Rd / Hollydene Rd,001,M1L 1Z9,35203527
13193,75805134,-79.51345,43.75806,Finch Ave W / Driftwood Ave,1,M3N 1N3,35202020
13194,73406099,-79.60991,43.7341,Finch Ave W / Humber College Blvd,1,M9W 0B3,35203047
13196,73333929,-79.39295,43.733340000000005,Snowdon Ave / Riverview Dr,002,M4N 1T2,35202353
13197,70873763,-79.37634,43.7087,Bayview Ave / Parkhurst Blvd / Soudan Ave,001,M4G 3C1,35202645
13198,72752844,-79.28444,43.7275799999999,Civic Rd / Prudham Gt,001,M1L 2M3,35204989
13199,73782488,-79.24885,43.73789,Brimley Rd / Shaddock Cres,001,M1J 1A9,35204992
13202,79243128,-79.31285,43.79248,Timberbank Blvd / Bridletowne Crcl,001,M1W 2S2,35200203
13204,62784959,-79.49592,43.62781,The Queensway / Inverleigh Dr,1,M8Y 1K5,35201525
13207,75912895,-79.28959,43.75913,Birchmount Rd / Burcana Rd,1,M1P 2E3,35203566
13208,79572977,-79.29774,43.795759999999895,Castle Hill Dr / Colinayre Cres / Highland Heights Park Trl,1,M1T 3C6,35200147
13210,78534404,-79.4404199999999,43.78532,Patricia Ave / Homewood Ave,996,M2R 2N1,35202589
13211,68374299,-79.42995,43.68372,Normanna Ave / Arlington Ave,1,M6C 3N9,35204527
13213,64153809,-79.38091,43.64157,GARDINER EXPRESS / York St / Lakeshore E Gardiner Ramp,1,M5J 0B5,35204900
13215,80552685,-79.26857,43.80554,Sandhurst Crcl / Chartland Blvd S / Lunsfield Cres,002,M1S 2S6,35200080
13221,69864513,-79.4513099999999,43.69869,Dufferin St / Schell Ave / Hopewell Ave,1,M6B 4J3,35202218
13224,67874433,-79.44338,43.67875,Dufferin St / Norton Ave,002,M6E 3N9,35201139
13225,70473081,-79.30812,43.7048,Stag Hill Dr / Glen Gannon Dr,999,M4B 2N7,35200531
13226,70053635,-79.36354,43.70053,Hanna Rd / Southvale Dr,1,M4G 3M5,35202686
13229,74366073,-79.60731,43.7437,Highway 27 N / 27 N Albion E Ramp,997,M9V 3Y8,35203038
13230,73005242,-79.52424,43.73009,Torbarrie Rd / Sergio Marchi St,1,M3L 1A2,35202090
13234,76084855,-79.48557,43.76082,Ceramic Rd / Toro Rd,1,M3J 3J1,35202098
13236,71543601,-79.36018,43.71549,Brentcliffe Rd / Donlea Dr,001,M4G 2L8,35202694
13237,68612862,-79.28625,43.6861,Victoria Park Ave / Linton Ave,1,M4E 3T2,35200649
13238,73262463,-79.24636,43.73265,Brimley Rd / Stavely Ave,B01,M1J 1A5,35203439
13239,77644061,-79.40619000000001,43.77641,Charlemagne Dr / Annapearl Crt,B01,M2N 5B2,35204323
13241,75455977,-79.59778,43.75458,Mount Olive Dr / Gihon Spring Dr,1,M9V 3Z5,35203031
13244,80442242,-79.22423,43.80449,Tapscott Rd / Washburn Way,001,M1B 2L2,35200052
13245,63743972,-79.39723000000001,43.63746,Lake Shore Blvd W / Dan Leckie Way,005,M5V 3M8,35204656
13248,83352253,-79.22533,43.83355,Staines Rd / Rivendell Trl,1,M1X 0A3,35204714
13249,64885672,-79.56726,43.64884,Permfield Path / Donegal Path,1,M9C 5S3,35201744
13258,69692639,-79.264,43.69699,Birchmount Rd / Danforth Ave,1,M1N 3J7,35203257
13260,69522693,-79.26933000000001,43.69528,Eastwood Ave / Danforth Ave,1,M1L 1E3,35203509
13262,74193041,-79.30413,43.74195,Janet Blvd / Pharmacy Ave,1,M1R 2G8,35200439
13264,77603399,-79.33991,43.77606,HWY 404 / Sheppard Ave E / Sheppard Ave W 404 S Ramp,1,M2J 0B3,35204905
13266,60394986,-79.49863,43.60398,Dwight Ave / Heman St,1,M8V 2X4,35204696
13270,67114081,-79.40813,43.67118,Kendal Ave / Wells St,1,M5R 2X3,35201056
